Table S1. Data for the genome collection employed in this work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,Length,GC.content,Present.Markers,Completeness,Redundancy,Weighted.completeness,Weighted.redundancy,Contigs,N50,L50,N90,L90,CDs,
GCF_001463905.1,PRJNA224116,SAMD00028696,BBWR00000000.1,representative genome,424757,424757,Aureimonas frigidaquae,strain=JCM 14755,,latest,Contig,Major,Full,2015-11-09,ASM146390v1,Graduate School of Life Sciences. Tohoku University,GCA_001463905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/463/905/GCF_001463905.1_ASM146390v1,,assembly from type material,4098233,66.08,104,0.9905,1.0192,0.9814,1.035,30,256739,5,160206,13,3832,
GCF_001463945.1,PRJNA224116,SAMD00028749,BBWT00000000.1,na,1121028,401562,Aureimonas ureilytica DSM 18598 = NBRC 106430,strain=NBRC 106430,,latest,Contig,Major,Full,2015-11-09,ASM146394v1,Graduate School of Life Sciences. Tohoku University,GCA_001463945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/463/945/GCF_001463945.1_ASM146394v1,,assembly from type material,5097296,67.26,104,0.9905,1.0577,0.9814,1.0849,106,157113,11,35758,39,4803,
GCF_001517345.1,PRJNA224116,SAMN03840667,CYHC00000000.1,na,363953,363953,Chelatococcus sambhunathii,strain=DSM 18167,,latest,Scaffold,Major,Full,2016-01-13,JGI assembly,DOE - Joint Genome Institute,GCA_001517345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/517/345/GCF_001517345.1_JGI_assembly,,assembly from type material,4373820,67.75,105,1,1.019,1,1.0242,35,426134,4,84745,13,4169,
GCF_001525625.2,PRJNA224116,SAMN03996256,LRIJ00000000.2,na,283166,38323,Bartonella henselae str. Houston-1,strain=FDAARGOS_175,,latest,Contig,Major,Full,2018-01-19,ASM152562v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_001525625.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/525/625/GCF_001525625.2_ASM152562v2,,assembly from type material,2014752,38.25,104,0.9905,1.0288,0.9814,1.0244,2,1979779,1,1979779,1,1702,
GCF_001541305.1,PRJNA224116,SAMN04226578,LMVJ00000000.1,na,358,358,Agrobacterium tumefaciens,strain=NCPPB 3001,,latest,Contig,Major,Full,2016-01-26,ASM154130v1,Monash University Malaysia,GCA_001541305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/305/GCF_001541305.1_ASM154130v1,,assembly from synonym type material,5497300,59.35,105,1,1,1,1,22,480726,3,155155,11,5228,
GCF_001541315.1,PRJNA224116,SAMN04223554,LMVK00000000.1,na,1183423,358,Agrobacterium tumefaciens str. B6,strain=B6,,latest,Contig,Major,Full,2016-01-26,ASM154131v1,Monash University Malaysia,GCA_001541315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/315/GCF_001541315.1_ASM154131v1,,assembly from synonym type material,5657766,59.31,105,1,1,1,1,52,254976,6,87341,21,5410,
GCF_001541345.2,PRJNA224116,SAMN04223557,LMVL00000000.2,na,373,373,Agrobacterium vitis,strain=NCPPB 3554,,latest,Scaffold,Major,Full,2018-07-23,ASM154134v2,Monash University Malaysia,GCA_001541345.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/345/GCF_001541345.2_ASM154134v2,,assembly from type material,5754491,57.55,103,0.981,1,0.9813,1,22,999201,3,200897,9,5161,
GCF_001542405.1,PRJNA224116,SAMN04259806,LNCD00000000.1,representative genome,1864509,1864509,Rhizobium altiplani,strain=BR 10423,,latest,Scaffold,Major,Full,2016-01-28,ASM154240v1,Embrapa Agrobiologia,GCA_001542405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/405/GCF_001542405.1_ASM154240v1,,assembly from type material,8099863,59.47,104,0.9905,1.0385,0.9998,1.0886,152,121201,21,30417,69,7977,
GCF_001542415.1,PRJNA224116,SAMN04262301,LNCU00000000.1,na,1755647,1755647,Bradyrhizobium macuxiense,strain=BR 10303,,latest,Scaffold,Major,Full,2016-01-28,ASM154241v1,Embrapa Agrobiologia,GCA_001542415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/415/GCF_001542415.1_ASM154241v1,,assembly from type material,8722143,63.19,104,0.9905,1.0288,0.9814,1.0539,137,173122,19,37731,64,8202,
GCF_001548155.2,PRJNA224116,SAMD00029041,,na,1079,1079,Blastochloris viridis,strain=DSM 133,,latest,Complete Genome,Minor,Full,2016-02-24,BV133_assembly_1.0,Tokyo Institute of Technology,GCA_001548155.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/155/GCF_001548155.2_BV133_assembly_1.0,,assembly from type material,3726627,67.93,104,0.9905,1,0.9814,1,1,3726627,1,3726627,1,3271,
GCF_001558695.1,PRJNA224116,SAMN04280999,LNTU00000000.1,representative genome,1494590,1494590,Paramesorhizobium deserti,strain=A-3-E,,latest,Contig,Major,Full,2016-02-11,ASM155869v1,Beijing Institute of Microbiology and Epidemiology,GCA_001558695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/695/GCF_001558695.1_ASM155869v1,,assembly from type material,5482214,60.93,104,0.9905,1.0096,0.9814,1.0123,41,693742,3,152965,10,5174,
GCF_001559035.2,PRJNA224116,SAMN03996253,,na,774,774,Bartonella bacilliformis,strain=FDAARGOS_174,,latest,Complete Genome,Major,Full,2018-01-29,ASM155903v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_001559035.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/035/GCF_001559035.2_ASM155903v2,,assembly from type material,1443410,38.24,104,0.9905,1.1635,0.9814,1.0464,1,1443410,1,1443410,1,1235,
GCF_001605015.1,PRJNA224116,SAMN04589126,,representative genome,83263,83263,Aminobacter aminovorans,strain=KCTC 2477,,latest,Complete Genome,Major,Full,2016-03-31,ASM160501v1,KCTC (Korean Collection for Type Cultures),GCA_001605015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/605/015/GCF_001605015.1_ASM160501v1,,assembly from type material,6890726,63.14,104,0.9905,1.0288,0.9814,1.0277,5,5623946,1,451547,3,6666,
GCF_001641335.1,PRJNA224116,SAMN04549886,LVEM00000000.1,representative genome,1803665,1803665,Bradyrhizobium stylosanthis,strain=BR 446,,latest,Contig,Major,Full,2016-05-10,ASM164133v1,Embrapa Soja,GCA_001641335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/335/GCF_001641335.1_ASM164133v1,,assembly from type material,8801717,64.55,104,0.9905,1.0288,0.9814,1.0439,22,1501053,3,237570,7,8135,
GCF_001641635.1,PRJNA224116,SAMN04448272,LUUB00000000.1,representative genome,1505087,1505087,Bradyrhizobium centrolobii,strain=BR 10245,,latest,Scaffold,Major,Full,2016-05-10,ASM164163v1,Embrapa Agrobiologia,GCA_001641635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/635/GCF_001641635.1_ASM164163v1,,assembly from type material,10111113,63.19,104,0.9905,1.0577,0.9814,1.1206,133,140269,22,42276,75,9545,
GCF_001641695.1,PRJNA224116,SAMN04457964,LSEF00000000.1,representative genome,1497615,1497615,Bradyrhizobium neotropicale,strain=BR 10247,,latest,Scaffold,Major,Full,2016-05-10,ASM164169v1,Embrapa Agrobiologia,GCA_001641695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/695/GCF_001641695.1_ASM164169v1,,assembly from type material,8679329,63.57,104,0.9905,1.0288,0.9814,1.071,125,154093,19,42996,61,8152,
GCF_001642675.1,PRJNA224116,SAMN03573437,,representative genome,224911,1355477,Bradyrhizobium diazoefficiens USDA 110,strain=USDA 110,,latest,Complete Genome,Major,Full,2016-05-12,ASM164267v1,University of Florida,GCA_001642675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/675/GCF_001642675.1_ASM164267v1,,assembly from type material,9106064,64.06,104,0.9905,1.0192,0.9814,1.0507,1,9106064,1,9106064,1,8493,
GCF_001650025.1,PRJNA224116,SAMN04413744,LVVY00000000.1,representative genome,1770058,1770058,Devosia elaeis,strain=S37,,latest,Contig,Major,Full,2016-05-23,De novo,University of Malaya,GCA_001650025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/650/025/GCF_001650025.1_De_novo,,assembly from type material,3878148,64.06,105,1,1.0095,1,1.0235,151,65520,17,21456,57,3795,
GCF_001651855.1,PRJNA224116,SAMN04274562,LNQC00000000.1,na,194963,194963,Sinorhizobium americanum,strain=CFNEI 156,,latest,Contig,Major,Full,2016-05-25,ASM165185v1,Ensifer americanum CFNEI 156T,GCA_001651855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/855/GCF_001651855.1_ASM165185v1,,assembly from type material,6653547,62.27,104,0.9905,1.0192,0.9998,1.0376,82,207808,12,48323,38,6201,
GCF_001651865.1,PRJNA224116,SAMN04274561,LPUX00000000.1,representative genome,1472378,1472378,Ensifer glycinis,strain=CCBAU 23380,,latest,Contig,Major,Full,2016-05-25,ASM165186v1,Mesorhizobium mediterraneum CCBAU 01399,GCA_001651865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/865/GCF_001651865.1_ASM165186v1,,assembly from type material,6039294,62.42,105,1,1.0286,1,1.0173,68,461421,4,93197,12,5607,
GCF_001651875.1,PRJNA224116,SAMN04274563,LNQB00000000.1,representative genome,36856,36856,Sinorhizobium saheli,strain=LMG 7837,,latest,Scaffold,Major,Full,2016-05-25,ASM165187v1,Ensifer saheli LMG 7837T,GCA_001651875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/875/GCF_001651875.1_ASM165187v1,,assembly from type material,5994348,63.6,104,0.9905,1.0192,0.9998,1.0386,102,115043,13,31663,49,5554,
GCF_001653715.1,PRJNA224116,SAMN04631760,LWHQ00000000.1,na,427683,427683,Methylobacterium platani,strain=PMB02,,latest,Scaffold,Major,Full,2016-05-31,ASM165371v1,Korea Institute of Bioscience and Biotechnology,GCA_001653715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/715/GCF_001653715.1_ASM165371v1,,assembly from type material,7023890,71.1,103,0.981,1.0291,0.9743,1.0512,150,126707,17,36738,59,6507,
GCF_001687365.1,PRJNA224116,SAMN03877108,LGLV00000000.1,representative genome,1612624,1612624,Pararhizobium polonicum,strain=F5.1,,latest,Contig,Major,Full,2016-07-19,ASM168736v1,Research Institute of Horticulture,GCA_001687365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/365/GCF_001687365.1_ASM168736v1,,assembly from type material,6265340,61.02,104,0.9905,1.0192,0.9814,1.0176,31,274998,7,162430,18,5858,
GCF_001693385.1,PRJNA224116,SAMN05230120,,representative genome,1274631,1274631,Bradyrhizobium icense,strain=LMTR 13,,latest,Complete Genome,Major,Full,2016-07-25,ASM169338v1,Universidad Nacional Agraria La Molina,GCA_001693385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1,,assembly from type material,8322773,62.03,104,0.9905,1.0385,0.9814,1.0865,1,8322773,1,8322773,1,7965,
GCF_001693515.2,PRJNA224116,SAMN05230119,,representative genome,190148,190148,Bradyrhizobium paxllaeri,strain=LMTR 21,,latest,Complete Genome,Major,Full,2019-08-26,ASM169351v2,Universidad Nacional Agraria La Molina,GCA_001693515.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2,,assembly from type material,8377719,62.51,104,0.9905,1.0288,0.9814,1.0452,1,8377719,1,8377719,1,7901,
GCF_001703635.1,PRJNA224116,SAMN04364335,LQZT00000000.1,representative genome,1480615,1480615,Hoeflea olei,strain=JC234,,latest,Scaffold,Major,Full,2016-08-11,ASM170363v1,UoH,GCA_001703635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/703/635/GCF_001703635.1_ASM170363v1,,assembly from type material,4723612,65.54,104,0.9905,1.0096,0.9814,1.0203,50,357799,5,67560,18,4387,
GCF_001708935.1,PRJNA224116,SAMN04915608,MASI00000000.1,representative genome,1177755,1177755,Methyloligella halotolerans,strain=VKM B-2706,,latest,Contig,Major,Full,2016-08-19,Meth_hal_C2_1.0,G.K.Skryabin IBPM PAS,GCA_001708935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/935/GCF_001708935.1_Meth_hal_C2_1.0,,assembly from type material,3191628,63.56,103,0.981,1.0194,0.9664,1.0153,26,388255,3,108016,9,3185,
GCF_001720135.1,PRJNA224116,SAMN04912030,MCRJ00000000.1,representative genome,1439726,1439726,Methylobrevis pamukkalensis,strain=PK2,,latest,Contig,Major,Full,2016-09-06,MpPK2_01,G.K.Skryabin IBPM PAS,GCA_001720135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/135/GCF_001720135.1_MpPK2_01,,assembly from type material,4380693,68.9,101,0.9619,1.0594,0.9718,1.0311,348,28482,50,7346,155,4702,
GCF_001723275.1,PRJNA224116,SAMN05006708,LYBW00000000.1,na,1752398,1752398,Ensifer alkalisoli,strain=YIC4027,,latest,Scaffold,Major,Full,2016-09-12,ASM172327v1,Yantai Institute of Coastal Zone Research.Chinese Academy of Sciences,GCA_001723275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/275/GCF_001723275.1_ASM172327v1,,assembly from type material,5973319,62.23,104,0.9905,1.0192,0.9814,1.0383,66,283564,6,57784,25,5561,
GCF_001723285.1,PRJNA224116,SAMN04328993,LPWG00000000.1,representative genome,1774968,1774968,Methyloceanibacter methanicus,strain=R-67174,,latest,Contig,Major,Full,2016-09-12,ASM172328v1,Ghent University,GCA_001723285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/285/GCF_001723285.1_ASM172328v1,,assembly from type material,3139022,63.98,100,0.9524,1.01,0.9107,1.0241,14,384508,4,154136,9,3219,
GCF_001723295.1,PRJNA224116,SAMN04328996,LPWD00000000.1,representative genome,1774971,1774971,Methyloceanibacter marginalis,strain=R-67177,,latest,Contig,Major,Full,2016-09-12,ASM172329v1,Ghent University,GCA_001723295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/295/GCF_001723295.1_ASM172329v1,,assembly from type material,2997425,63.48,95,0.9048,1.0316,0.8782,1.0293,470,9322,96,3151,318,3784,
GCF_001723305.1,PRJNA224116,SAMN04328994,LPWF00000000.1,representative genome,1774969,1774969,Methyloceanibacter superfactus,strain=R-67175,,latest,Contig,Major,Full,2016-09-12,ASM172330v1,Ghent University,GCA_001723305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/305/GCF_001723305.1_ASM172330v1,,assembly from type material,3100099,64.53,98,0.9333,1.0102,0.8961,1.0245,38,144349,8,42543,22,3368,
GCF_001723355.1,PRJNA224116,SAMN04328995,LPWE00000000.1,representative genome,1774970,1774970,Methyloceanibacter stevinii,strain=R-67176,,latest,Contig,Major,Full,2016-09-12,ASM172335v1,Ghent University,GCA_001723355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/355/GCF_001723355.1_ASM172335v1,,assembly from type material,3216104,63.07,101,0.9619,1,0.9557,1,14,530069,3,155117,8,3335,
GCF_001741865.1,PRJNA224116,SAMN05730837,,representative genome,1526658,1526658,Bosea vaviloviae,strain=Vaf18,,latest,Complete Genome,Major,Full,2016-09-21,ASM174186v1,All-Russia Research Institute for Agricultural Microbiology,GCA_001741865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/741/865/GCF_001741865.1_ASM174186v1,,assembly from type material,6713548,65.41,103,0.981,1.0097,0.9813,1.026,2,6373793,1,6373793,1,6231,
GCF_001885585.1,PRJNA224116,SAMN04486996,LSRP00000000.1,representative genome,1798805,1798805,Pararhizobium antarcticum,strain=NAQVI 59,,latest,Contig,Major,Full,2016-11-23,ASM188558v1,University of Copenhagen,GCA_001885585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/585/GCF_001885585.1_ASM188558v1,,assembly from type material,5457546,60.67,105,1,1.0286,1,1.0121,161,108393,16,20958,61,5225,
GCF_001889605.1,PRJNA224116,SAMN06054042,,representative genome,1670800,1670800,Mesorhizobium oceanicum,strain=B7,,latest,Complete Genome,Major,Full,2016-12-06,ASM188960v1,Zhejiang University,GCA_001889605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1,,assembly from type material,5324561,65.06,103,0.981,1.0097,0.9813,1.0224,2,5158483,1,5158483,1,5189,
GCF_001927285.1,PRJNA224116,SAMN06172149,MSIG00000000.1,representative genome,1709001,1709001,Mongoliimonas terrestris,strain=MIMtkB18,,latest,Contig,Major,Full,2016-12-31,ASM192728v1,Inner Mongolia Agricultural University,GCA_001927285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/927/285/GCF_001927285.1_ASM192728v1,,assembly from type material,5098595,69.57,104,0.9905,1.0288,0.9814,1.0679,94,350373,6,47780,21,4503,
GCF_001931685.1,PRJNA224116,SAMN05958284,MOOY00000000.1,representative genome,1856850,1856850,Rhizobium arenae,strain=MIM27,,latest,Contig,Major,Full,2017-01-04,ASM193168v1,Applied and Environmental Microbiology,GCA_001931685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/685/GCF_001931685.1_ASM193168v1,,assembly from type material,4939617,59.82,104,0.9905,1.0288,0.9814,1.061,43,491638,5,134628,11,4719,
GCF_001936175.1,PRJNA224116,SAMN04433067,,representative genome,418223,418223,Methylobacterium phyllosphaerae,strain=CBMB27,,latest,Complete Genome,Major,Full,2017-01-05,ASM193617v1,Chungbuk National University,GCA_001936175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/175/GCF_001936175.1_ASM193617v1,,assembly from type material,6316624,69.57,104,0.9905,1.0288,0.9745,1.0588,4,6083998,1,6083998,1,5797,
GCF_001938945.1,PRJNA224116,SAMN05832038,MKIO00000000.1,representative genome,1672749,1672749,Rhizobium rhizosphaerae,strain=MH17,,latest,Scaffold,Major,Full,2017-01-06,ASM193894v1,Chinese Academy of Agricultural Sciences,GCA_001938945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/938/945/GCF_001938945.1_ASM193894v1,,assembly from type material,5537226,64.49,104,0.9905,1.0385,0.9814,1.0622,48,237867,8,104302,21,4867,
GCF_001938985.1,PRJNA224116,SAMN05832037,MKIN00000000.1,representative genome,887144,887144,Rhizobium taibaishanense,strain=14971,,latest,Scaffold,Major,Full,2017-01-06,ASM193898v1,Chinese Academy of Agricultural Sciences,GCA_001938985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/938/985/GCF_001938985.1_ASM193898v1,,assembly from type material,5418020,59.27,102,0.9714,1.0196,0.9627,1.0508,28,465074,4,145902,10,4879,
GCF_001939045.1,PRJNA224116,SAMN05829247,MKIM00000000.1,representative genome,1867956,1867956,Rhizobium oryziradicis,strain=N19,,latest,Scaffold,Major,Full,2017-01-06,ASM193904v1,Chinese Academy of Agricultural Sciences,GCA_001939045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/939/045/GCF_001939045.1_ASM193904v1,,assembly from type material,5156254,55.13,103,0.981,1.0097,0.9722,1.0125,33,473739,4,103885,12,4714,
GCF_001952075.1,PRJNA224116,SAMN04505058,LXYU00000000.1,na,1686310,1686310,Bartonella apis,strain=PEB0122,,latest,Contig,Major,Full,2017-01-13,ASM195207v1,University of Lausanne,GCA_001952075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/075/GCF_001952075.1_ASM195207v1,,assembly from type material,2603122,45.45,104,0.9905,1,0.9814,1,16,566086,2,500662,4,2194,
GCF_001953055.1,PRJNA224116,SAMN06199440,,representative genome,2712698,2712698,Salaquimonas pukyongi,strain=RR3-28,,latest,Complete Genome,Major,Full,2017-01-17,ASM195305v1,Pukyong National University,GCA_001953055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/055/GCF_001953055.1_ASM195305v1,,assembly from type material,3357577,58.59,104,0.9905,1.0481,0.9814,1.0835,1,3357577,1,3357577,1,3260,
GCF_001982635.1,PRJNA224116,SAMN05826124,MKFI00000000.1,representative genome,1904807,1904807,Bradyrhizobium mercantei,strain=SEMIA 6399,,latest,Contig,Major,Full,2017-02-01,ASM198263v1,Embrapa,GCA_001982635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/982/635/GCF_001982635.1_ASM198263v1,,assembly from type material,8842857,63.99,104,0.9905,1.0865,0.9814,1.0787,72,1006110,4,259995,10,8140,
GCF_002000045.1,PRJNA224116,SAMN06309512,MUXO00000000.1,na,1335061,1335061,Rhizobium flavum,strain=YW14,,latest,Scaffold,Major,Full,2017-02-15,ASM200004v1,DSMZ,GCA_002000045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/045/GCF_002000045.1_ASM200004v1,,assembly from type material,4659099,61.54,105,1,1.019,1,1.0167,52,488073,4,61484,12,4562,
GCF_002008165.1,PRJNA224116,SAMN06094799,MRDM00000000.1,representative genome,1076926,1076926,Rhizobium laguerreae,strain=FB206,,latest,Contig,Major,Full,2017-02-28,ASM200816v1,Northeast institute of Geography and Agroecology. Chinese Academy of Sciences,GCA_002008165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/008/165/GCF_002008165.1_ASM200816v1,,assembly from type material,7323210,60.78,103,0.981,1.0194,0.9813,1.0383,33,515701,5,267849,12,7113,
GCF_002008215.1,PRJNA224116,SAMN06074341,MRDG00000000.1,na,358,358,Agrobacterium tumefaciens,strain=LMG 140,,latest,Contig,Major,Full,2017-02-28,ASM200821v1,Northeast institute of Geography and Agroecology. Chinese Academy of Sciences,GCA_002008215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/008/215/GCF_002008215.1_ASM200821v1,,assembly from synonym type material,5491420,59.34,105,1,1,1,1,22,480635,4,154829,11,5226,
GCF_002008225.1,PRJNA224116,SAMN06091695,MRDH00000000.1,na,1183413,1183413,Agrobacterium salinitolerans,strain=YIC 5082,,latest,Scaffold,Major,Full,2017-02-28,ASM200822v1,Northeast institute of Geography and Agroecology. Chinese Academy of Sciences,GCA_002008225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/008/225/GCF_002008225.1_ASM200822v1,,assembly from type material,4990461,59.31,104,0.9905,1.0096,0.9918,1.0257,40,259577,6,71219,19,4634,
GCF_002008275.1,PRJNA224116,SAMN06074345,MRDJ00000000.1,na,648995,648995,Rhizobium pusense,strain=NRCPB10,,latest,Scaffold,Major,Full,2017-02-28,ASM200827v1,Northeast institute of Geography and Agroecology. Chinese Academy of Sciences,GCA_002008275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/008/275/GCF_002008275.1_ASM200827v1,,assembly from type material,5271321,59.24,104,0.9905,1.0192,0.9918,1.0236,29,286695,5,120369,15,5058,
